post_id;pf_post_id;post_date;account_id;pf_account_id;chunk_id;document_id;document_text;lemmatized_text;sentences;post_url;sentiment;topic;label;x;y;proba;screen_name;description;followers;followings;user_posts;post_engagements;post_reactions;post_comments;post_shares;post_views;post_quotes;citations;repartages;sentiment_score
9740214;1859679770612728076;2024-11-21 19:26:23;3040539;298261239;3042885;12091786;"La ministra Maisa Rojas acompañó al Presidente Gabriel Boric 🇨🇱 y al Presidente de la República Francesa 🇫🇷, Emmanuel Macron, en su visita al buque rompehielos Almirante Viel de la Armada de Chile. 🚢⚓️

En hilo…";minister maisa rojas accompany president gabriel boric 🇨 🇱 president french republic 🇫 🇷 emmanuel macron visit almirante viel ship chilean navy 🚢 ⚓ thread;Minister Maisa Rojas accompanied President Gabriel Boric 🇨🇱 and the President of the French Republic 🇫🇷, Emmanuel Macron, on his visit to the Almirante Viel ship of the Chilean Navy. 🚢⚓ In thread...;https://twitter.com/i/web/status/1859679770612728076;negative;56;AI;0,9476766586303711;-0,5770759582519531;0,5235114097595215;maisa_rojas;Climatóloga y Ministra del Medio Ambiente @mmachile. Trabajando para el Primer Gobierno Ecológico de Chile.;64576;1032;3985;39;31;1;7;0;0;0;0;-0.5
9740278;1898855373689274810;2025-03-09 21:56:14;3038886;197449091;3054447;12090926;"This is a great bill from @RepFrenchHill. 

Its time to end the World Bank’s total prohibition on nuclear energy.";great bill @repfrenchhill time end world bank total prohibition nuclear energy;This is a great bill from @RepFrenchHill. Its time to end the World Bank’s total prohibition on nuclear energy.;https://twitter.com/i/web/status/1898855373689274810;very negative;71;AI;3,5603103637695312;0,5382747650146484;0,9139834642410278;janeaflegal;Executive Director, Blue Horizons Foundation⚡️formerly @Stripe Climate, @WhiteHouse Climate, @Hewlett_Found, Spitzer Trust. PhD @ESPM_Berkeley. Views my own.;8831;3941;12859;169;138;7;24;0;0;0;0;-1.0
9740515;1841524273623544294;2024-10-02 17:02:55;3040539;298261239;3042876;12091703;AHORA | Presidente de la República @GabrielBoric encabeza inicio de obras de control aluvional en Quebrada Bonilla que beneficiarán a más de 12.800 personas. #GiraAntofagasta;president republic @gabrielboric head work aluvional control quebrada bonilla benefit people giraantofagasta;"Now 124; President of the Republic @GabrielBoric head of works of aluvional control in Quebrada Bonilla that will benefit more than 12,800 people. #GiraAntofagasta";https://twitter.com/i/web/status/1841524273623544294;neutral;56;AI;0,9075913429260254;-0,5023350715637207;0,5318029522895813;maisa_rojas;Climatóloga y Ministra del Medio Ambiente @mmachile. Trabajando para el Primer Gobierno Ecológico de Chile.;64576;1032;3985;252;174;29;49;0;0;0;0;0.0
9740536;1887644110535680098;2025-02-06 23:26:41;3050005;2179078237;3081091;12091870;Testimony went well today.. #CriticalMinerals #Mining #CircularEconomy;testimony go today criticalmineral mining circulareconomy;Testimony went well today.. #CriticalMinerals #Mining #CircularEconomy;https://twitter.com/i/web/status/1887644110535680098;very negative;71;AI;3,168163299560547;0,4159274101257324;0,8513915538787842;dustinmulvaney;Professor @CalState 🌎 Fellow @cplusci @payneinstitute @switzernetwork ☀️ Solar Power: https://t.co/nwBl7kIanS 🦦;11679;1306;25563;177;152;6;19;6265;0;0;0;-1.0
9740584;1846669153161384077;2024-10-16 21:46:50;3038886;197449091;3081102;12091896;I have been thinking about this a lot this week. If data center operators/big tech co's are willing to pay ~$100/MWh (as it seems they are), and the new tech neutral federal tax credit now covers 30-40% of cost, you could probably build a bunch of AP1000s for ≤ that price 🤔;think lot week datum center operator big tech co willing pay ~$100 mwh new tech neutral federal tax credit cover cost probably build bunch ap1000s ≤ price;I have been thinking about this a lot this week. If data center operators/big tech co's are willing to pay ~$100/MWh (as it seems they are), and the new tech neutral federal tax credit now covers 30-40% of cost, you could probably build a bunch of AP1000s for ≤ that price 🤔;https://twitter.com/i/web/status/1846669153161384077;very positive;71;AI;3,5212907791137695;0,5382823944091797;1,0;janeaflegal;Executive Director, Blue Horizons Foundation⚡️formerly @Stripe Climate, @WhiteHouse Climate, @Hewlett_Found, Spitzer Trust. PhD @ESPM_Berkeley. Views my own.;8831;3941;12859;263;213;22;28;0;0;0;0;1.0
9740592;1844900884322582750;2024-10-12 00:40:22;3038886;197449091;3081155;12092062;"Yes the quoted text is a factually incorrect statement. RFF analysis of oil &amp; gas leasing and my analysis of LNG exports both account for US and global emissions impacts including upstream emissions of methane. My analysis is transparent and available here";quote text factually incorrect statement rff analysis oil gas leasing analysis lng export account global emission impact include upstream emission methane analysis transparent available;Yes the quoted text is a factually incorrect statement. RFF analysis of oil & gas leasing and my analysis of LNG exports both account for US and global emissions impacts including upstream emissions of methane. My analysis is transparent and available here;https://twitter.com/i/web/status/1844900884322582750;very negative;71;AI;3,580486297607422;0,7008733749389648;0,8924749493598938;janeaflegal;Executive Director, Blue Horizons Foundation⚡️formerly @Stripe Climate, @WhiteHouse Climate, @Hewlett_Found, Spitzer Trust. PhD @ESPM_Berkeley. Views my own.;8831;3941;12859;90;76;2;12;0;0;0;0;-1.0
9740606;1842139546558865600;2024-10-04 09:47:47;3050256;1201902595;3055100;12092312;Rachel Reeves, game-extending technology is categorically not the same as game changing technology, and it's not the future we need.;rachel reeves game extend technology categorically game change technology future need;Rachel Reeves, game-extending technology is categorically not the same as game changing technology, and it's not the future we need.;https://twitter.com/i/web/status/1842139546558865600;positive;56;AI;0,9935550689697266;-0,12440156936645508;0,5778202414512634;nickcowern;"Thirty years after oligarchs took hold of Russia they are scooping up the US. Thank you EU for resisting ✊
I'm out of here.
@nickcowern.bsky.social";14120;3726;26252;153;104;16;33;2348;3;0;0;0.5
9740665;1836781281092264098;2024-09-19 14:55:57;3040539;298261239;3042917;12092109;AHORA | Presidente de la República @GabrielBoric, junto a la ministra de Defensa Nacional @MayaFernandezA, asisten a la Gran Parada Militar 2024.;president republic @gabrielboricalong minister national defence attend great military stop;"Now 124; President of the Republic @GabrielBoricalong with the Minister of National Defence @MayaFernandezAThey attend the Great Military Stop 2024.";https://twitter.com/i/web/status/1836781281092264098;very positive;56;AI;0,9018316268920898;-0,4836082458496094;0,5318029522895813;maisa_rojas;Climatóloga y Ministra del Medio Ambiente @mmachile. Trabajando para el Primer Gobierno Ecológico de Chile.;64576;1032;3985;325;189;41;95;0;0;0;0;1.0
9740671;1836525070824739042;2024-09-18 21:57:52;3040539;298261239;3042920;12092127;La ministra @Maisa_Rojas y el subsecretario @max_proano acompañaron al Presidente @GabrielBoric en las actividades oficiales de Fiestas Patrias 🇨🇱, como la tradicional foto oficial con los secretarios de Estado en La Moneda y el Te Deum Ecuménico.;minister @maisa_rojas assistant secretary @max_proano accompany president @gabrielboric official activity patriotic fiesta 🇨 🇱 traditional official photo secretary state la moneda te deum ecumenical;The Minister @Maisa_Rojas and the Assistant Secretary @max_proano accompanied the President @GabrielBoric in the official activities of Patriotic Fiestas 🇨🇱like the traditional official photo with the secretaries of state in La Moneda and the Te Deum Ecumenical.;https://twitter.com/i/web/status/1836525070824739042;very negative;56;AI;0,9678401947021484;-0,567723274230957;0,5235114097595215;maisa_rojas;Climatóloga y Ministra del Medio Ambiente @mmachile. Trabajando para el Primer Gobierno Ecológico de Chile.;64576;1032;3985;10;7;1;2;0;0;0;0;-1.0
9740735;1843628939744588099;2024-10-08 12:26:06;3038886;197449091;3083239;12092420;"Banger of a paper from @arvindpawan1 and crew

""The differences in emissions between different LNG supply chains underscore the need to build detailed supply-chain-specific models""

Swap ""LNG"" for cement, steel, fashion, corn and it would be just as true";banger paper @arvindpawan1 crew difference emission different lng supply chain underscore need build detailed supply chain specific model swap lng cement steel fashion corn true;"Banger of a paper from @arvindpawan1 and crew ""The differences in emissions between different LNG supply chains underscore the need to build detailed supply-chain-specific models"" Swap ""LNG"" for cement, steel, fashion, corn and it would be just as true";https://twitter.com/i/web/status/1843628939744588099;very negative;71;AI;3,5761051177978516;0,6922101974487305;0,9416641592979431;janeaflegal;Executive Director, Blue Horizons Foundation⚡️formerly @Stripe Climate, @WhiteHouse Climate, @Hewlett_Found, Spitzer Trust. PhD @ESPM_Berkeley. Views my own.;8831;3941;12859;38;32;1;5;0;0;0;0;-1.0
9740892;1873577670845571503;2024-12-30 03:51:40;3050005;2179078237;3083207;12092335;"Our new work on ""Critical Minerals Mining and Native American Sovereignty"" has dropped!

Join our @payneinstitute Native American Mining and Energy Sovereignty initiative...

#NativeAmerican #minerals";new work critical minerals mining native american sovereignty drop join @payneinstitute native american mining energy sovereignty initiative nativeamerican mineral;"Our new work on ""Critical Minerals Mining and Native American Sovereignty"" has dropped! Join our @payneinstitute Native American Mining and Energy Sovereignty initiative... #NativeAmerican #minerals";https://twitter.com/i/web/status/1873577670845571503;negative;71;AI;3,234455108642578;0,6397304534912109;0,9297059178352356;dustinmulvaney;Professor @CalState 🌎 Fellow @cplusci @payneinstitute @switzernetwork ☀️ Solar Power: https://t.co/nwBl7kIanS 🦦;11679;1306;25563;5;3;0;2;0;0;0;0;-0.5
9740944;1821518208903328255;2024-08-08 12:05:57;3040539;298261239;3042933;12092504;📺 Hoy jueves 8 de agosto a las 19:40 horas, sigue la entrevista al Presidente @GabrielBoric por el #DíadelaNiñez a través de las pantallas de @NTVChile.;📺 today thursday august interview president continue @gabrielboric díadelaniñez screen @ntvchile;📺 Today, Thursday, 8 August, at 19: 40, the interview with the President continues @GabrielBoric for #DíadelaNiñez through the screens of @NTVChile.;https://twitter.com/i/web/status/1821518208903328255;very positive;56;AI;0,7581939697265625;-0,45699119567871094;0,5785610675811768;maisa_rojas;Climatóloga y Ministra del Medio Ambiente @mmachile. Trabajando para el Primer Gobierno Ecológico de Chile.;64576;1032;3985;1144;747;248;149;0;0;0;0;1.0
9741130;1797057764620898764;2024-06-02 00:08:53;3040539;298261239;3042944;12092817;Esta noche a las 21:00 horas, el Presidente de la República @GabrielBoric se dirige al país en #CadenaNacional desde Cerro Castillo.;tonight president republic @gabrielboric country cadenanacional cerro castillo;Tonight at 21: 00, the President of the Republic @GabrielBoric to the country in #CadenaNacional From Cerro Castillo.;https://twitter.com/i/web/status/1797057764620898764;positive;56;AI;0,9212207794189453;-0,523404598236084;0,5318029522895813;maisa_rojas;Climatóloga y Ministra del Medio Ambiente @mmachile. Trabajando para el Primer Gobierno Ecológico de Chile.;64576;1032;3985;1163;691;269;203;0;0;0;0;0.5
9741323;1772268076228030922;2024-03-25 14:23:31;3038886;197449091;3057144;12092965;No big deal, the Biden Administration is just helping to build the country's *first new aluminum facility since 1979,* powered by clean electrons and run by American steelworkers.;big deal biden administration help build country new aluminum facility power clean electron run american steelworker;No big deal, the Biden Administration is just helping to build the country's *first new aluminum facility since 1979,* powered by clean electrons and run by American steelworkers.;https://twitter.com/i/web/status/1772268076228030922;neutral;71;AI;3,1362648010253906;0,5425233840942383;0,8513915538787842;janeaflegal;Executive Director, Blue Horizons Foundation⚡️formerly @Stripe Climate, @WhiteHouse Climate, @Hewlett_Found, Spitzer Trust. PhD @ESPM_Berkeley. Views my own.;8831;3941;12859;274;220;4;50;62590;8;0;0;0.0
9741351;1745529327859429617;2024-01-11 19:33:16;3039303;3748882893;3083375;12093036;"OK then Mr Musk...

Cislunar is an anti-lunar word, a sign of selenophobia

Cisplatin (chemotherapy med) from cis-platinum is a sign you hate platinum? Cancer? 

Cisalpine, a sign you hate the alpine? 

Cis and trans are useful parts of language as is cisgender.

Shame on you.";mr musk cislunar anti lunar word sign selenophobia cisplatin chemotherapy med cis platinum sign hate platinum cancer cisalpine sign hate alpine cis tran useful part language cisgender shame;OK then Mr Musk... Cislunar is an anti-lunar word, a sign of selenophobia Cisplatin (chemotherapy med) from cis-platinum is a sign you hate platinum? Cancer? Cisalpine, a sign you hate the alpine? Cis and trans are useful parts of language as is cisgender. Shame on you.;https://twitter.com/i/web/status/1745529327859429617;very negative;56;AI;0,6408138275146484;-0,07600259780883789;0,5787973999977112;dkeithclimate;Climate science and technology policy since 1989. Building Climate Systems Engineering @UChicago. Founded Carbon Engineering. Bluesky: @davidkeith.bsky.social;9606;215;3183;14;11;1;2;2047;2;0;0;-1.0
9741425;1732453413017776248;2023-12-06 17:34:15;3039303;3748882893;3083488;12093595;"My hunch is the overhype of tipping points may soon reach its own TP

Tipping points &amp; planetary boundaries motivated by hope that science can provide sharp boundaries obviating need for debate about trade-offs.  

It's bad science &amp; it's profoundly elitist and anti-democratic.";hunch overhype tipping point soon reach tp tipping point planetary boundary motivate hope science provide sharp boundary obviate need debate trade off bad science profoundly elitist anti democratic;My hunch is the overhype of tipping points may soon reach its own TP Tipping points & planetary boundaries motivated by hope that science can provide sharp boundaries obviating need for debate about trade-offs. It's bad science & it's profoundly elitist and anti-democratic.;https://twitter.com/i/web/status/1732453413017776248;positive;56;AI;0,936215877532959;-0,2683124542236328;0,8783537745475769;dkeithclimate;Climate science and technology policy since 1989. Building Climate Systems Engineering @UChicago. Founded Carbon Engineering. Bluesky: @davidkeith.bsky.social;9606;215;3183;65;48;1;16;12634;2;0;0;0.5
9741439;1758781054045782366;2024-02-17 09:10:54;3040214;2881236430;3083504;12093652;"It's been 24 hours since the OpenAI changed the AI video world with Sora. 

Here are the 14 most mindblowing video generations so far (100% AI-generated):

1. A tabby cat going through the woods";hour openai change ai video world sora mindblowing video generation far ai generate tabby cat go wood;It's been 24 hours since the OpenAI changed the AI video world with Sora. Here are the 14 most mindblowing video generations so far (100% AI-generated): 1. A tabby cat going through the woods;https://twitter.com/i/web/status/1758781054045782366;very positive;56;AI;0,8486766815185547;-0,26531982421875;0,8750666975975037;profmarkmaslin;#ClimateChange Professor @ucl, author of #HumanPlanet, #CradleOfHumanity, #HowToSaveOurPlanet, member of @ClimateCrisisAG, Dad (He/Him);30068;844;19489;16175;13824;439;1912;0;0;0;0;1.0
9741596;1779982480214274108;2024-04-15 21:17:48;3041050;814844446051274754;3057533;12093796;Stuck in my mind today - All of human life revolves around storytelling and narrative. When will scientists embrace this?;stick mind today human life revolve storytelling narrative scientist embrace;Stuck in my mind today - All of human life revolves around storytelling and narrative. When will scientists embrace this?;https://twitter.com/i/web/status/1779982480214274108;positive;56;AI;0,8502292633056641;-0,42998647689819336;0,5636388659477234;queenofpeat;Director of Arctic National Security, CU Boulder. @RASEI_CU Fellow. Ecologist & chaser of permafrost & fires. In love with boglands. Represented by @zcosini;23080;1837;11160;191;143;25;23;19209;3;0;0;0.5
9741640;1842576502443167938;2024-10-05 14:44:06;3042568;292141642;3052908;12089676;"Science is built on trust. What happens when someone destroys it?

My first feature for @_TheTransmitter investigates the emotional and existential fallout for one lab in the aftermath of a misconduct case.";science build trust happen destroy feature @_thetransmitter investigate emotional existential fallout lab aftermath misconduct case;Science is built on trust. What happens when someone destroys it? My first feature for @_TheTransmitter investigates the emotional and existential fallout for one lab in the aftermath of a misconduct case.;https://twitter.com/i/web/status/1842576502443167938;positive;56;AI;0,8556623458862305;-0,19532012939453125;0,9264198541641235;carlyziter;Urban & landscape ecologist thinking about ecosystem services, biodiversity, climate, sustainability. Prof @ Concordia. Potter. Knitter. Baker. 🇨🇦 (she/her);8369;1936;36713;1138;836;31;271;0;0;0;0;0.5
9741794;1820720339774746687;2024-08-06 07:15:31;3040512;17337699;3057577;12093892;"Well put by ANU VC at Senate enquiry. 
We do research relevant to the nation, and we educate future leaders - but the funding model doesn't pay for it fully. And we have much positive influence in the region through our international students and alumni.";anu vc senate enquiry research relevant nation educate future leader funding model pay fully positive influence region international student alumnus;Well put by ANU VC at Senate enquiry. We do research relevant to the nation, and we educate future leaders - but the funding model doesn't pay for it fully. And we have much positive influence in the region through our international students and alumni.;https://twitter.com/i/web/status/1820720339774746687;negative;56;AI;0,9212522506713867;-0,5100889205932617;0,5318029522895813;frankjotzo;Econ & policy of climate & energy. Prof @anucrawford, Australian National University. Advisory roles for Australian federal, NSW, QLD governments. IPCC AR5&6;8381;1312;4473;20;13;0;7;1060;0;0;0;-0.5
9741978;1810419137656815689;2024-07-08 21:02:13;3042568;292141642;3058120;12094597;"""Instead of measuring the number of papers and the impact factor of the journals in which they are published, scientists should be judged on the basis of data sharing, transparency, reproducibility, collaboration, mentorship, and communication."" 1/3";instead measure number paper impact factor journal publish scientist judge basis datum sharing transparency reproducibility collaboration mentorship communication;"""Instead of measuring the number of papers and the impact factor of the journals in which they are published, scientists should be judged on the basis of data sharing, transparency, reproducibility, collaboration, mentorship, and communication."" 1/3";https://twitter.com/i/web/status/1810419137656815689;very negative;56;AI;0,7481555938720703;-0,38402462005615234;0,6175311207771301;carlyziter;Urban & landscape ecologist thinking about ecosystem services, biodiversity, climate, sustainability. Prof @ Concordia. Potter. Knitter. Baker. 🇨🇦 (she/her);8369;1936;36713;392;311;3;78;0;0;0;0;-1.0
9742141;1797241621609615408;2024-06-02 12:19:28;3040512;17337699;3058503;12094841;Temporary levies have always been a part of the Australian tax system. Nabeeh Zakariyya argues there is scope to make the energy relief more equitable and efficient if it were to be paired with a progressive energy relief levy.;temporary levy australian tax system nabeeh zakariyya argue scope energy relief equitable efficient pair progressive energy relief levy;Temporary levies have always been a part of the Australian tax system. Nabeeh Zakariyya argues there is scope to make the energy relief more equitable and efficient if it were to be paired with a progressive energy relief levy.;https://twitter.com/i/web/status/1797241621609615408;very positive;71;AI;3,240276336669922;0,3866748809814453;0,8513915538787842;frankjotzo;Econ & policy of climate & energy. Prof @anucrawford, Australian National University. Advisory roles for Australian federal, NSW, QLD governments. IPCC AR5&6;8381;1312;4473;1;0;0;1;0;0;0;0;1.0
9742270;1915601122045157835;2025-04-25 02:57:52;3039385;2494473072;3083779;12095495;Very interesting development for Texas.;interesting development texas;Very interesting development for Texas.;https://twitter.com/i/web/status/1915601122045157835;neutral;71;AI;3,465229034423828;0,7144522666931152;0,9416641592979431;michaelewebber;Author of https://t.co/x4vAbIWafH & Power Trip & Thirst 4 Power & https://t.co/Vf6vayPZxB | @UTAustin @WebberEnergy | Father, Husband | RT≠E, opinions my own;15883;2017;38773;9;7;1;1;899;0;0;0;0.0
9742272;1776111350714126454;2024-04-05 04:55:19;3040512;17337699;3083780;12095496;University rankings are no better than the indicators they use. Inclusion of a huge number of non-traditional journals upends rankings, shown in this article.  We should care about quality and relevance/impact, not about total number of papers produced.;university ranking well indicator use inclusion huge number non traditional journal upend ranking show article care quality relevance impact total number paper produce;University rankings are no better than the indicators they use. Inclusion of a huge number of non-traditional journals upends rankings, shown in this article. We should care about quality and relevance/impact, not about total number of papers produced.;https://twitter.com/i/web/status/1776111350714126454;very negative;56;AI;0,5879974365234375;-0,5689125061035156;0,4843471050262451;frankjotzo;Econ & policy of climate & energy. Prof @anucrawford, Australian National University. Advisory roles for Australian federal, NSW, QLD governments. IPCC AR5&6;8381;1312;4473;8;6;1;1;659;0;0;0;-1.0
9742385;1913349108544266419;2025-04-18 21:49:10;3039385;2494473072;3083752;12095247;"Research is an engine of prosperity, security, talent development &amp; national competitiveness. 

Today the NSF announced it's terminating awards (full impact TBD).

Notably they will no longer support work on misinformation, disinformation or malformation.";research engine prosperity security talent development national competitiveness today nsf announce terminate award impact tbd notably long support work misinformation disinformation malformation;Research is an engine of prosperity, security, talent development & national competitiveness. Today the NSF announced it's terminating awards (full impact TBD). Notably they will no longer support work on misinformation, disinformation or malformation.;https://twitter.com/i/web/status/1913349108544266419;very positive;56;AI;1,16131591796875;-0,22960710525512695;0,4657939374446869;michaelewebber;Author of https://t.co/x4vAbIWafH & Power Trip & Thirst 4 Power & https://t.co/Vf6vayPZxB | @UTAustin @WebberEnergy | Father, Husband | RT≠E, opinions my own;15883;2017;38773;8;6;2;0;1009;0;0;0;1.0
9742511;1903585366839620087;2025-03-22 23:11:33;3039385;2494473072;3083789;12095556;"Betraying our allies will make them prefer to import more Russian piped gas rather than American LNG which will lead to under-utilized LNG export capacity. That is bad for domestic O&amp;G companies.";betray ally prefer import russian pipe gas american lng lead utilize lng export capacity bad domestic o&g company;Betraying our allies will make them prefer to import more Russian piped gas rather than American LNG which will lead to under-utilized LNG export capacity. That is bad for domestic O&G companies.;https://twitter.com/i/web/status/1903585366839620087;very positive;71;AI;3,5319948196411133;0,7240056991577148;0,9416641592979431;michaelewebber;Author of https://t.co/x4vAbIWafH & Power Trip & Thirst 4 Power & https://t.co/Vf6vayPZxB | @UTAustin @WebberEnergy | Father, Husband | RT≠E, opinions my own;15883;2017;38773;2;2;0;0;646;0;0;0;1.0
9742547;1898500920721199582;2025-03-08 22:27:46;3039385;2494473072;3059476;12095686;"Had fun speaking at the ⁦@UTAustin⁩ Hook ‘Em House as part of ⁦@sxsw⁩ on the topic of AI+energy. 

In the near term AI exacerbates strain on the grid and in the long term it accelerates the development of solutions. 

CC: ⁦@WebberEnergy⁩";fun speak ⁦@utaustin⁩ hook em house ⁦@sxsw⁩ topic ai+energy near term ai exacerbate strain grid long term accelerate development solution cc;Had fun speaking at the ⁦@UTAustin⁩ Hook ‘Em House as part of ⁦@sxsw⁩ on the topic of AI+energy. In the near term AI exacerbates strain on the grid and in the long term it accelerates the development of solutions. CC: ⁦@WebberEnergy⁩;https://twitter.com/i/web/status/1898500920721199582;very positive;71;AI;3,3192825317382812;0,5975074768066406;1,0;michaelewebber;Author of https://t.co/x4vAbIWafH & Power Trip & Thirst 4 Power & https://t.co/Vf6vayPZxB | @UTAustin @WebberEnergy | Father, Husband | RT≠E, opinions my own;15883;2017;38773;11;8;0;3;816;1;0;0;1.0
9742708;1897015693503291810;2025-03-04 20:06:00;3039385;2494473072;3083870;12096609;"Come out for an all pro @sxsw real talk on AI, energy and the global power play.  WORTH IT.  

What starts here ...

@MichaelEWebber Andy Bowman Richard Ogawa";come @sxsw real talk ai energy global power play start andy bowman richard ogawa;Come out for an all pro @sxsw real talk on AI, energy and the global power play. WORTH IT. What starts here ... @MichaelEWebber Andy Bowman Richard Ogawa;https://twitter.com/i/web/status/1897015693503291810;very positive;71;AI;3,284952163696289;0,5595569610595703;1,0;michaelewebber;Author of https://t.co/x4vAbIWafH & Power Trip & Thirst 4 Power & https://t.co/Vf6vayPZxB | @UTAustin @WebberEnergy | Father, Husband | RT≠E, opinions my own;15883;2017;38773;2;1;0;1;3;0;0;0;1.0
9742941;1808562163432226877;2024-07-03 18:03:15;3043195;4892304123;3061411;12096337;I mean business on Quest Means Business!;mean business quest mean business;I mean business on Quest Means Business!;https://twitter.com/i/web/status/1808562163432226877;negative;56;AI;0,7538251876831055;-0,07893991470336914;0,842432975769043;drpauldwilliams;Professor of Atmospheric Science at @UniofReading. Studies aviation turbulence, jet streams, climate change. Pianist. Owner of @SallyCollieDog.;9071;1502;6979;6;6;0;0;855;0;0;0;-0.5
9742996;1758509560937975852;2024-02-16 15:12:05;3050901;247407600;3061715;12096991;"Excited to share this piece on military AI and accidents, where I explore how IHL regulates unintentional incidents involving AI and whether AI are more prone to accidents than other types of weapons.

Thanks to @orfonline for the opportunity to contribute to the volume";excited share piece military ai accident explore ihl regulate unintentional incident involve ai ai prone accident type weapon thank @orfonline opportunity contribute volume;Excited to share this piece on military AI and accidents, where I explore how IHL regulates unintentional incidents involving AI and whether AI are more prone to accidents than other types of weapons. Thanks to @orfonline for the opportunity to contribute to the volume;https://twitter.com/i/web/status/1758509560937975852;neutral;56;AI;0,8369135856628418;-0,23451805114746094;0,8943648934364319;floriankrampe;Director Climate Change & Risk Programme @SIPRIorg | #ClimateSecurity, conflict, peacebuilding, & security | PhD @UU_Peace | 🇸🇪🇩🇪 | Geriatric Millennial.;10711;3399;16943;7;6;0;1;0;0;0;0;0.0
9743078;1860373234526392513;2024-11-23 17:21:57;3039385;2494473072;3061740;12097046;AI, chips and data centers are all on the upswing.;ai chip data center upswing;AI, chips and data centers are all on the upswing.;https://twitter.com/i/web/status/1860373234526392513;positive;71;AI;3,3181610107421875;0,5845432281494141;1,0;michaelewebber;Author of https://t.co/x4vAbIWafH & Power Trip & Thirst 4 Power & https://t.co/Vf6vayPZxB | @UTAustin @WebberEnergy | Father, Husband | RT≠E, opinions my own;15883;2017;38773;3;3;0;0;1189;0;0;0;0.5
9743189;1794332409535889597;2024-05-25 11:39:18;3043195;4892304123;3062276;12097772;"What actually happened? We published a study, waited a few years until more data became available, extended our analysis, found new trends, and published an updated study containing the new results.

Yes, that's it! It's a perfectly normal thing that happens every day in science.";actually happen publish study wait year datum available extend analysis find new trend publish update study contain new result perfectly normal thing happen day science;What actually happened? We published a study, waited a few years until more data became available, extended our analysis, found new trends, and published an updated study containing the new results. Yes, that's it! It's a perfectly normal thing that happens every day in science.;https://twitter.com/i/web/status/1794332409535889597;very negative;56;AI;0,7234983444213867;-0,3613920211791992;0,6657137870788574;drpauldwilliams;Professor of Atmospheric Science at @UniofReading. Studies aviation turbulence, jet streams, climate change. Pianist. Owner of @SallyCollieDog.;9071;1502;6979;592;558;5;29;25859;0;0;0;-1.0
9743468;1851368443452268926;2024-10-29 21:00:08;3051322;1024834274;3062264;12097746;Anti-immigration parties are pushing policies that are hostile or indifferent towards science;anti immigration party push policy hostile indifferent science;Anti-immigration parties are pushing policies that are hostile or indifferent towards science;https://twitter.com/i/web/status/1851368443452268926;positive;56;AI;1,010101318359375;-0,18316650390625;0,8783537745475769;frantecol;You can find me in all the other places too @frantecol;15517;1123;24004;508;296;66;146;0;0;0;0;0.5
9743578;1907596697972482412;2025-04-03 00:51:08;3044442;375895295;3064828;12098169;I love their optimism, but let’s get real here;love optimism let real;I love their optimism, but let’s get real here;https://twitter.com/i/web/status/1907596697972482412;negative;56;AI;0,8615760803222656;-0,40555763244628906;0,7023508548736572;christopherwr11;Professor University of Sydney. Author of Climate Change, Capitalism and Corporations (2015) & Organising Responses to Climate Change (2022);7682;4287;34860;581;369;73;139;0;0;0;0;-0.5
9743626;1813486302400225368;2024-07-17 08:10:02;3049501;830875096780771328;3065011;12098306;"There are so many misconceptions about consensus in science, starting with: What exactly is a consensus? And what’s up with all the confusion?

I ask these questions &amp; more in this conversation with @johnfocook.



While you’re there, please subscribe!";misconception consensus science start exactly consensus confusion ask question conversation @johnfocook subscribe;There are so many misconceptions about consensus in science, starting with: What exactly is a consensus? And what’s up with all the confusion? I ask these questions & more in this conversation with @johnfocook. While you’re there, please subscribe!;https://twitter.com/i/web/status/1813486302400225368;very negative;56;AI;0,915104866027832;-0,22396326065063477;0,7217140793800354;johnfocook;A man called Cook. Author of Cranky Uncle vs. Climate Change, founder of https://t.co/DrONUqxWuY.;7443;994;5109;18;14;0;4;0;0;0;0;-1.0
9743628;1806734865355714750;2024-06-28 17:02:14;3049501;830875096780771328;3065028;12098336;🎉 The Conspiracy Theory Handbook is now available in 20 languages! 🌍✨ Thanks to our amazing volunteer translators, this essential guide is making helpful pointers to identify conspiracy theories readily available across the globe.;conspiracy theory handbook available language thank amazing volunteer translator essential guide make helpful pointer identify conspiracy theory readily available globe;🎉 The Conspiracy Theory Handbook is now available in 20 languages! 🌍✨ Thanks to our amazing volunteer translators, this essential guide is making helpful pointers to identify conspiracy theories readily available across the globe.;https://twitter.com/i/web/status/1806734865355714750;negative;56;AI;0,8002190589904785;-0,13751792907714844;0,8753002882003784;johnfocook;A man called Cook. Author of Cranky Uncle vs. Climate Change, founder of https://t.co/DrONUqxWuY.;7443;994;5109;34;20;2;12;0;0;0;0;-0.5
